Id,Categoria,Subcategoria,Enllaç,Nom Producte,Preu,PreuBase,Ingredients,Valor Energètic Kj,Valor Energetic KC,Greixos,Hidrats,Sucre,Proteines,Sal,Fabricant,Valor Energètic KC
1733,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/cuetara-galletas-maria-oro/46602,Cuétara Galletas Maria Oro,3.99,Not Available,"Harina de trigo 66%, aceites vegetales de girasol alto oleico y palma, azúcar, suero lácteo en polvo, jarabe de glucosa y fructosa, gasificantes (carbonatos de amonio y de sodio), sal, emulgente (lecitina), aromas, agente de tratamiento de la harina (metabisulfito sódico). Puede contener soja, huevos.",2021,,20,4,13,2,68,Cuétara S.L.U.,482
1734,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-delicias-flora/56411, Cookie Delights Flora,1.75,"200 gr 8,75 € / kg.","Harina de trigo (64%), azúcar, aceite refinado de girasol (11,5%), jarabe de glucosa, leche desnatada en polvo, harina de arroz, harina de malta de cebada, fibra de guisante, sal, gasificantes (carbonatos de sodio, carbonatos de amonio), emulgentes (E 472e, lecitina de girasol), aromas.   Puede contener soja",200,,Not Available,Not Available,Not Available,Not Available,Not Available,Upfield España S.L.U.,Not Available
1735,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-nuria-0-azucares-con-ciruelas/28426,Nuria Cookies 0% Sugars,3.99,Not Available,Not Available,1767,,8,1,77,2,1,Galetes Camprodon S.A,422
1736,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/diet-radisson-galletas-con-almendra-y-zanahoria/5058,DIET Rádisson Almond and Carrot Cookies,1.99,Not Available,"Harina de trigo, azúcar moreno de caña integral (18%), aceites vegetales (girasol y oliva) (11,3%), zanahorias (3%), almendras (2%), dextrosa, emulgente (lecitina de girasol),  gasificantes (bicarbonato amónico y bicarbonato sódico), aromas, antioxidante (extractos de origen natural ricos en tocoferoles), ácido fólico (ácido pteroilmunoglutámico), vitamina B6 (clorhidrato de piridoxina), vitamina B7 (D-biotina). Contiene gluten. Puede contener trazas de sésamo y soja.",1955,,16,1,12,2,72,"Productora Alimenticia General Española, S.A. (PAGESA)",465
1737,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-fontaneda-la-buena-maria/5765,Fontaneda La Buena María Cookies,2.7,Not Available,"Ingredientes: harina de TRIGO 74 %, azúcar, aceite de girasol alto oleico 9,5 %, jarabe de glucosa y fructosa, suero de LECHE en polvo, gasificantes (carbonatos de amonio, carbonatos de sodio), sal, emulgente (lecitinas de SOJA), agente de tratamiento de la harina (METABISULFITO sódico), aroma.",1838,,11,1,76,2,24,"Mondelez España Commercial, S.L.",436
1738,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/birba-galleta-nuria-100-natural/8626,Birba Cookie Nuria 100% Natural,3.99,Not Available,Not Available,1817,,10,6,74,25,2,Galetes Camprodon S.A,430
1739,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-nuria-sin-azucar-choco-nibs-birba-405g/35984,Nuria Cookies without Sugar Choco & Nibs Birba 405g,3.99,Not Available,"Harina de trigo (56,6%), edulcorantes (mantitol y sucralosa), chocolate de cobertura (9,4%) (edulcorante (maltitol), pasta de cacao, manteca de cacao, cacao en polvo semidesgrasado, inulina, emulgente (lecitina de soja) y aroma natural de vainilla), aceite de oliva (7%), cacao en grano (4,7%) (nibs de cacao), leche descremada en polvo, gasificantes (bicarbonato sódico y amónico), fibra de achicoria y sal.Contiene trazas de huevo",1768,,12,5,74,0,2,Galetes Camprodon S.A,421
1740,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-muesli-sin-azucares-santiveri-170gr/55310, Muesli Cookies without Sugars Santiveri 170gr,2.24,"170 gr 13,18 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1741,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/gullon-galletas-maria-diet-nature-sin-azucares/6062,Gullón Galletas María Diet Nature Without Sugars,2.46,Not Available,"Harina de trigo 67%, edulcorante (maltitol), aceite vegetal (girasol alto oleico) 10%, oligofructosa, gasificantes (carbonato ácido de sódico y carbonato ácido de amonio), sal, emulgente (lecitina de soja), aromas, antioxidante (metabisulfito sódico). Puede contener trazas de sésamo y leche. Con girasol alto oleico.",1713,,11,1,8,1,75,"GALLETAS GULLON, S.A",408
1742,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-maria-sin-gluten-schaer/11986,Biscuits Maria without Gluten Schär,2.37,Not Available,Not Available,1889,,14,7,77,13,2,Dr. Schär España S.L.U,449
1743,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-nuria-birba/8263,Nuria Birba cookies,3.69,Not Available,Not Available,1817,,10,6,74,25,2,Galetes Camprodon S.A,430
1744,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-yayitas-con-chocolate-lu-250gr/131275,Yayitas Cookies with Chocolate Lu 250gr,2.7,Not Available,"Ingredientes: harina de TRIGO 49 %, azúcar, grasas vegetales (palma, shea), pasta de cacao, suero de LECHE en polvo, gasificantes (difosfato disódico, carbonatos de sodio, carbonatos de amonio), cacao magro en polvo 1 %, emulgente (lecitinas de SOJA), sal, LECHE desnatada en polvo, manteca de cacao, aroma, corrector de acidez (hidróxido de sodio).",2075,,23,11,65,29,3,"Mondelez España Commercial, S.L.",495
1745,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-yayitas-con-miel/131191,Yayitas cookies with honey,2.48,Not Available,"Ingredientes: harina de TRIGO 48 %, azúcar, grasa de palma, miel 2,3 %, azúcar caramelizado, gasificantes (carbonatos de sodio, carbonatos de amonio), sal, canela 0,12 %, emulgente (lecitinas de SOJA), aroma.Puede contener LECHE",2045,,19,9,75,1,40,"Mondelez España Commercial, S.L.",487
1746,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-maria-spar-4x200g/91670, Maria Spar cookies 4x200g,2.23,"800 gr 2,79 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1747,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-dorada-marbu-400g/23834,Galletas Dorada Marbú 400g,2.7,Not Available,Not Available,1990,,17,1,73,19,6,Galletas Artiach S.A.U.,473
1748,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/diet-radisson-galletas-finas-de-arroz-sin-gluten/5061,DIET Rádisson Fine Gluten Free Cookies,1.99,,Not Available,1867,,12,1,9,1,76,"Productora Alimenticia General Española, S.A. (PAGESA)",443
1749,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-nuria-mini-choco-birba/33095,Cookies Nuria Mini Choco Birba,2.73,Not Available,"Harina de trigo, azúcar, mantequilla, cacao desgrasado en polvo (4,7%), chocolate (3%) (azúcar, pasta de cacao, manteca de cacao, emulgente: lecitina de soja), leche descremada, aceite de oliva, avellanas, huevos frescos, dextrosa, jarabe de glucosa, gasificantes (bicarbonato sódico y amónico), sal, vitaminas, aroma de vainillina, vitaminas y hierro. Puede contener trazas de otros frutos secos.",1791,,9,4,79,38,1,Galetes Camprodon S.A,428
1750,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galleta-cuetara-campurrianas/128161,Cuétara Campurrianas Cookie,2.99,"500 gr 5,98 € / kg.","Harina de TRIGO, azúcar, aceite de girasol alto oleico (14%), jarabe de glucosa y fructosa, sal, emulgente (E 471), gasificantes (carbonatos de amonio y de sodio). Puede contener  FRUTOS DE CÁSCARA, LECHE, SOJA.",1927,,15,1,74,25,2,Cuétara S.L.U.,458
1751,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/marbu-dorada-galletas-200g/6735,Marbú Dorada Biscuits 200g,1.56,"200 gr 7,80 € / kg.",Not Available,1997,,17,1,14,1,73,Galletas Artiach S.A.U.,475
1752,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/gerble-galletas-sesamo/7837,Gerblé Sesame Cookies,2.3,Not Available,Not Available,2026,,22,2,58,19,4,"Nutrition & Santé Iberia, S.L.",483
1753,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/marbu-dorada-galletas-800g/6850,Marbú Dorada Cookies 800g,3.99,Not Available,"Harina de trigo 74%(%), aceite de girasol alto oleico 16%(%), azúcar(%), jarabe de glucosa y fructosa(%), suero lácteo en polvo(%), gasificantes (bicarbonatos amónico y sódico)(%), sal(%), aromas(%), antioxidantes (E 304, E 306)(%), agente de tratamiento de la harina (metabisulfito sódico)(%). Contiene huevo. Puede contener  soja.",1990,,17,1,73,19,6,Galletas Artiach S.A.U.,473
1754,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/marbu-galletas-0-azucares/6790,Marbu Cookies 0% Sugars,3.43,Not Available,"Harina de TRIGO, edulcorante: jarabe de maltitol (contiene TRIGO), aceite de girasol alto oleico 17%, jarabe de oligofructosacáridos, gasificantes (carbonatos de amonio y de sodio), sal, extracto de malta de CEBADA, aromas, antioxidantes (E 304, E 306), agente de tratamiento de la harina (METABISULFITO sódico). Puede contener  LECHE, SOJA, HUEVOS.   UN CONSUMO EXCESIVO PUEDE PRODUCIR EFECTOS LAXANTES.",1854,,17,1,70,0,13,Galletas Artiach S.A.U.,442
1755,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-maria-sin-azucares-santiveri-190gr/55309, Cookies without sugar Santiveri 190gr,1.99,"190 gr 10,47 € / kg.","Harina integral de trigo (70%), jarabe de maltitol (edulcorante), aceites vegetales (girasol y oliva) (13,4%), fructooligosacáridos (4%), lecitina de girasol (emulgente), caramelo natural (colorante), gasificantes ( bicarbonato amónico (gasificante), bicarbonato sódico (gasificante) ), aromas, extracto rico en tocoferoles (antioxidante).",1801,,6,0,100,430,15,CASA SANTIVERI S.L.,7
1756,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-de-sesamo-sin-azucares-santiveri-170gr/55308, Sesame Cookies without Sugars Santiveri 170gr,2.3,"170 gr 13,53 € / kg.","Harina integral de trigo (61,8%), jarabe de maltitol (edulcorante), aceites vegetales (girasol y oliva) (11,2%), sésamo (4,8%), fructooligosacáridos (2,4%), lecitina de girasol (emulgente), caramelo natural (colorante), bicarbonato sódico (gasificante), aroma, extracto rico en tocoferoles (antioxidante).",421,,14,1,9,2,64,CASA SANTIVERI S.L.,1764
1757,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/gullon-galletas-tostadas-original/6051,Gullón Original Toasted Cookies,1.56,Not Available,"Harina de trigo 70%, azúcar, aceite vegetal 9% (girasol alto oleico), jarabe de glucosa y fructosa, harina de trigo malteada, gasificantes (carbonato ácido de sodio y carbonato ácido de amonio), sal, emulgente (lecitina de soja),  antioxidante (metabisulfito sódico), leche desnatada en polvo. Con girasol alto oleico.",1817,,9,0,76,18,7,"GALLETAS GULLON, S.A",431
1758,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/gerble-galletas-soja-y-naranja/7840,Gerblé Soy and Orange Cookies,2.3,"280 gr 8,21 € / kg.",Not Available,1893,,16,1,64,22,5,"Nutrition & Santé Iberia, S.L.",451
1759,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-maria-dorada-spar-4x200g/83550, Cookies Maria Dorada Spar 4x200g,2.23,"800 gr 2,79 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1760,Galetes,Galetes Maria i Tradicionals,https://www.ulabox.com/en/product/galletas-desayuno-leche-y-cereales-belvita-300-gr/131122,Biscuits Breakfast Milk and Cereals Belvita 300 gr,2.85,Not Available,"Ingredientes: Cereales 68,6% (harina de TRIGO 48,9%, cereales integrales 19,7% (harina de TRIGO integral 6,3%, sémola de AVENA 4,5%, copos de AVENA 3,1%, harina integral de CEBADA 2,8%, harina de CENTENO integral 2%, harina integral de espelta (TRIGO) 1%)), azúcar, aceite de nabina, agente de carga (polidextrosa), gasificantes (carbonatos de sodio, carbonatos de amonio, difosfatos), minerales (carbonato de calcio, carbonato de magnesio, hierro elemental), LECHE en polvo 0,9% (equivalente a 8% de LECHE), emulgentes (lecitinas de SOJA, E472e), sal, aromas, LECHE desnatada en polvo.PUEDE CONTENER HUEVO, FRUTOS DE CÁSCARA Y GRANOS DE SÉSAMO.",1827,,14,1,66,6,20,"Mondelez España Commercial, S.L.",435
1761,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/barquillos-rellenos-con-nata-spar-200g/83558, Waffles Stuffed with Cream Spar 200g,0.99,"200 gr 4,95 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1762,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/kambly-galletas-primavera/23133,Kambly Cookies Spring,6.99,Not Available,Not Available,2221,,29,16,58,37,8,Comercial Masoliver S.A.U.,531
1763,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-pims-naranja/131117,Pim's Orange Cookies,2.52,,"Ingredientes: Jalea de marmalade de naranja 41 % [jarabe de glucosa y fructosa, azúcar, zumo de naranja concentrado 1,2 % (equivalente a 8 % de zumo de naranja), acidulante (ácido cítrico), puré de naranja concentrado 0,6 % (equivalente a 1,9 % de puré de naranja), gelificante (pectina), correctores de acidez (citrato de sodio, citrato de calcio), aroma natural de naranja, espesante (goma xantana)], chocolate 24 % [azúcar, pasta de cacao, manteca de cacao, grasas vegetales (hueso de mango, sal, shea, palma, en proporciones variables), emulgente (lecitinas de SOJA), aroma], harina de TRIGO 15 %, azúcar, HUEVO, jarabe de glucosa y fructosa, aceite de nabina, gasificantes (carbonatos de amonio, difosfatos, carbonatos de sodio), almidón de TRIGO, sal, emulgente (lecitinas de SOJA), LECHE desnatada en polvo.PUEDE CONTENER GRANOS DE SÉSAMO.",1670,,13,5,66,2,48,"Mondelez España Commercial, S.L.",397
1764,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-pims-frambuesa/131119,Pim's Raspberry Cookies,2.52,,"Ingredientes: Relleno con frambuesa 41 % [jarabe de glucosa y fructosa,  azúcar,  puré concentrado de frambuesa 2,3 % (equivalente puré de frambuesa 10,2 %),  puré de frambuesa 1,1 %,  acidulante (ácido cítrico), zumo de grosella roja concentrado, gelificante (pectina), correctores de acidez (citratos de sodio,  citratos de calcio), aromas, espesante (goma xantana)], chocolate 24 % [azúcar,  pasta de cacao,  manteca de cacao,  grasas vegetales (hueso de mango, sal, shea, palma en proporciones variables), emulgente (lecitinas de SOJA), aroma], harina de TRIGO 15 %, azúcar, HUEVO, jarabe de glucosa y fructosa, aceite de nabina, gasificantes (carbonatos de amonio,  difosfatos,  carbonatos de sodio), almidón de TRIGO, sal, emulgente (lecitinas de SOJA), LECHE desnatada en polvo.PUEDE CONTENER GRANOS DE SÉSAMO.",1672,,13,5,65,2,48,"Mondelez España Commercial, S.L.",397
1765,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/birba-surtido-galletas-250g/8624,Birba Assorted Cookies 250g,4.99,Not Available,Not Available,1980,,18,9,68,31,6,Galetes Camprodon S.A,471
1766,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/trias-galletas-surtido-especial-8/7679,Trias Cookies Special Assortment 8,5.14,Not Available,"Azúcar, almendra (24%), harina de trigo, chocolate (10%) (azúcar, pasta de cacao, manteca de cacao), coco desecado (3%), clara de huevo pasteurizada, yema de huevo pasteurizada, nata, sal, cacao en polvo, pasta de piel de naranja (0,13%)(piel de naranja, azúcar), aroma natural de naranja, aroma natural de limón.",2023,,20,6,64,44,4,Trias Galetes Biscuits S.A.,482
1767,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/neulas-sosa-25uds/128160,Neulas Sosa 25uts,1.38,"25 ud 0,06 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1768,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-trias-surtido-tradicional-teules/39429,Trias Cookies Traditional Assortment Teules,6.99,Not Available,"Azúcar, almendra (30%), harina de trigo, yema de huevo pasteurizada, clara de huevo pasteurizada, nata, sal.",1972,,17,2,69,42,8,Trias Galetes Biscuits S.A.,469
1769,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/palitos-mikado-chocolate-con-leche/5666,Mikado Chocolate Milk Sticks,1.75,Not Available,"Ingredientes: Harina de TRIGO, azúcar, manteca de cacao, pasta de cacao, LECHE desnatada en polvo, grasas vegetales (palma, coco), jarabe de glucosa, grasa de LECHE, suero de LECHE en polvo, sal, emulgente (lecitinas de SOJA), gasificante (E503), levadura, aroma.Puede contener frutos de cáscara.",2032,,20,11,68,33,3,"Mondelez España Commercial, S.L.",484
1770,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galleta-mantequilla-mac-andrews/9219,Mac Andrews Butter Cookie,1.39,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1771,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-milka-waffer-con-leche-180gr/53424, Milka Waffer cookies with milk 180gr,1.99,Not Available,"Ingredientes: Chocolate con LECHE 60% [azúcar, manteca de cacao, pasta de cacao, LECHE desnatada en polvo, suero de LECHE en polvo, MANTEQUILLA concentrada, emulgente (lecitina de SOJA), aroma], harina de TRIGO, grasas vegetales (palma, coco, palmiste en proporción variable), azúcar, suero de LECHE en polvo, cacao desgrasado en polvo 2%, aceite de nabina, emulgente (lecitina de SOJA), gasificante (carbonato ácido de sodio), sal, aroma. PUEDE CONTENER HUEVO, FRUTOS DE CÁSCARA.",535,,31,18,56,43,2,"Mondelez España Commercial, S.L.",2240
1772,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/barquillo-vainilla-diet-nature-gullon/98191, Vanilla Diet Nature Gullón,1.98,Not Available,"Crema sabor vainilla 71% (edulcorantes (maltitol e isomalt), grasa vegetal (palma y palmiste), polidextrosa, almidón de trigo, emulgente (lecitina de soja), aroma), harina de trigo 28%, grasa vegetal (palma), emulgente (lecitina de soja), sal, gasificantes (carbonato ácido de sodio y carbonato ácido de amonio), colorante (beta-caroteno). Puede contener trazas de frutos secos y leche",1794,,22,12,63,0,10,"GALLETAS GULLON, S.A",431
1773,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galleta-artinata-0-azucares-artiach-175gr/4778,Artinata Cookie 0% Sugar Artiach 175gr,3.49,Not Available,Not Available,1950,,28,26,64,0,35,Galletas Artiach S.A.U.,469
1774,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/pastas-de-te-surtidas-spar-bandeja-350g/130975,Spar Assorted Tea Cakes Tray 350g,2.54,"350 gr 7,26 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1775,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/artiach-galletas-artinata/6733,Artiach Cookies Artinata,2.14,,Not Available,2166,,25,23,69,41,3,Galletas Artiach S.A.U.,517
1776,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-artinata-chocolate-artiach-210gr/6734,Cookies Artichoco Artiach 210gr,2.14,"210 gr 10,19 € / kg.",Not Available,2149,,26,24,61,35,7,Galletas Artiach S.A.U.,514
1777,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-cubanitos-de-chocolate-negro-birba/24980,Cuban Chocolate Cookies Birba Negro,2.83,Not Available,Not Available,2090,,23,14,64,37,2,Galetes Camprodon S.A,498
1778,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/barquillo-antiu-xixona-relleno-de-turron/21141,Barquillo Antiu Xixona Nougat filling,3.63,"200 gr 18,15 € / kg.",Not Available,1991,,20,7,67,48,2,Sanchis Mira S.A.,475
1779,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/surtido-de-galletas-cuetara-420g/40953,Assorted Cookies Cuétara 420g,5.72,"420 gr 13,62 € / kg.",Not Available,2056,,22,13,66,29,6,Cuétara S.L.U.,491
1780,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/surtido-de-galletas-cuetara-210g/40954,Assortment of Cuétara Cookies 210g,3.99,"210 gr 19,00 € / kg.","Harina de TRIGO, azúcar, aceites vegetales (palma, girasol), grasa totalmente hidrogenada de palma, jarabe de glucosa y fructosa, cacao desgrasado 2,7%, suero LÁCTEO en polvo, margarina  vegetal (aceites de palma y nabina, agua, sal, acidulante: ácido cítrico), chocolate 1,4% (azúcar, pasta de cacao, manteca de cacao, emulgente: lecitina de SOJA), HUEVOS, coco (0,9%), gasificantes (carbonatos de amonio y de sodio), dextrosa, extracto de malta de CEBADA, sal, salvado de TRIGO, almidón modificado, emulgentes:lecitinas de girasol y SOJA, E476 (contiene TRIGO), LECHE desnatada en polvo, MANTEQUILLA, levadura, aromas (contiene LECHE, TRIGO y SULFITOS), agente de tratamiento de la harina (METABISULFITO sódico), vitaminas (A, D, tiamina (B1), riboflavina (B2), niacina (B3), B6), sales minerales (hierro elemental y carbonato de calcio). Puede contener  FRUTOS DE CÁSCARA, SÉSAMO.",2056,,22,13,66,29,6,Cuétara S.L.U.,491
1781,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/sables-de-labbaye-biscuiterie-de-abbaye-125-g/121813,Sabers of L'Abbaye Biscuiterie de Abbaye - 125 G,2.95,"125 gr 23,60 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1782,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/barquillo-surtido-opera/9206,Barquillo Assorted Opera,3.69,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1783,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-teules-trias-175g/57734, Teules Biscuits Trias 175g,3.65,"175 gr 20,86 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1784,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/gerble-galletas-chocolate-con-almendras/9915,Gerblé Chocolate Cookies with Almonds,2.49,"220 gr 11,32 € / kg.","Harina de TRIGO, aceite de nabina, pepitas de chocolate (9,9%) [pasta de  cacao(1), azúcar, manteca de cacao(1), emulgente (lecitina de SOJA)],  azúcar moreno de caña (9,0%), ALMENDRAS tostadas y troceadas (6,6%),  germen de TRIGO (5,1%), jarabe de glucosa deshidratado, bolitas de 5  cereales (harinas de arroz, AVENA, TRIGO, CENTENO y maíz,  LACTOSUERO, jarabe de malta de CEBADA, sal), fructosa, minerales  (sales de magnesio del ácido ortofosfórico, carbonatos de calcio), aroma  natural, emulgente (lecitina de nabina), fibra de AVENA, gasificantes  (carbonatos de sodio, ácido cítrico, carbonatos de amonio), sal marina,  proteínas de la LECHE, almidón de TRIGO, vitaminas (acetato de  DL-alfa tocoferilo (acetato de DL-alfa tocoferilo, LACTOSA, proteína de  la LECHE), colecalciferol, clorhidrato de piridoxina).Puede  contener ALTRAMUZ, SÉSAMO y sus derivados(1) Certificado  Rainforest Alliance. Más información en ra.org",1950,,19,3,61,18,5,"Nutrition & Santé Iberia, S.L.",465
1785,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galleta-danesa-454gr/54880, Danish cookie 454gr,3.37,"454 gr 7,42 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1786,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/barquillos-neules-birba-100g/34962,Neules Birba waffles 100g,2.48,"100 gr 24,80 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1787,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-coco-choc-trias-100gr/47382,Cookies Coco-Choc Trias 100gr,1.99,Not Available,"Azúcar, chocolate (25,16%) (azúcar, pasta de cacao, manteca de cacao), coco desecado (17%), almendra (4%), clara de huevo, harina de trigo, nata, yema de huevo pasteurizada y sal.",2104,,26,20,58,52,7,Trias Galetes Biscuits S.A.,503
1788,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galleta-chocolate-y-caramelo-bergen/9221,Biscuit Chocolate and Caramel Bergen,1.27,"135 gr 9,41 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1789,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/barquillos-rellenos-con-cacao-spar-200g/83556, Waffles Stuffed with Cocoa Spar 200g,0.99,"200 gr 4,95 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1790,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galleta-cuetara-napolitana/46211,Cuétara Napolitana cookie,3,"500 gr 6,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1791,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-bretonas-saint-aubert-125gr/57699, Saint Aubert Breton Cookies 125gr,2.95,Not Available,"Harina de trigo, mantequilla fresca (25%), azúcar, huevos, sal, levadura . Contiene leche, harina.",2080,,25,15,61,22,6,"Kömerfish, S.A",497
1792,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galleta-mantequilla-y-chocolate-mac-andrews/9220,Butter and Chocolate Cookie Mac Andrews,1.29,"150 gr 8,60 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1793,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/petit-beurre-bio-filet-bleu-150-g/121816,Petit Beurre Bio Filet Bleu - 150 G,4.1,"150 gr 27,33 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1794,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/birba-galletas-surtido-500g/7696,Birba Cookies Assorted 500g,7.89,Not Available,Not Available,1980,,18,9,68,31,6,Galetes Camprodon S.A,471
1795,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/milka-cake-choc/12240,Milka Cake & Choc,2.64,Not Available,"Ingredientes: Harina de TRIGO, azúcar, jarabe de glucosa y fructosa, aceite de nabina, HUEVO, estabilizante (glicerol), pasta de cacao, LECHE en polvo, manteca de cacao, LECHE desnatada en polvo, almidón de TRIGO, gasificantes (difosfatos, carbonatos de potasio), cacao magro en polvo, suero de LECHE en polvo, sal, emulgentes (lecitinas de SOJA, E 472b, E 475), aromas (contiene LECHE), jarabe de glucosa, espesante (goma xantana).",429,,21,4,56,31,1,"Mondelez España Commercial, S.L.",1799
1796,Galetes,Galetes Especialitats i Assortides,https://www.ulabox.com/en/product/galletas-teules-banadas-de-chocolate-trias-200gr/57733, Chocolate Dipped Chocolate Chip Cookies Trias 200gr,4.55,"200 gr 22,75 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
